url
https://journals.sagepub.com/doi/abs/10.1177/0022167816687674
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138140/
https://www.psychiatrist.com/jcp/meaning-in-life-and-physical-mental-and-cognitive-functioning/
https://jpps.pk/index.php/journal/article/view/207
https://open.metu.edu.tr/handle/11511/22126
