url
https://mds.marshall.edu/cgi/viewcontent.cgi?article=1014&context=adsp
https://onlinelibrary.wiley.com/doi/abs/10.1002/adsp.12105
https://www.tandfonline.com/doi/abs/10.1080/07347324.2024.2423672
https://digitalcommons.wcupa.edu/cgi/viewcontent.cgi?article=1468&context=all_theses
https://digitalcommons.wcupa.edu/all_theses/316/
https://www.tandfonline.com/doi/abs/10.1080/16066359.2022.2040488
